reference_date,principal_offence_id,jurisdiction_id,indigenous_status_id,classification_context_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction,raw_indigenous_status,raw_classification_context
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,ACT_ee71241e,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C8,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,ACT,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,NSW_647faf01,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R22C2,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,NSW,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,NSW_647faf01,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,4,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R42C2,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,NSW,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,NSW_647faf01,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,10,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C2,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,NSW,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,NT_ff9ec9f7,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R22C7,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,NT,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,NT_ff9ec9f7,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,3,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R42C7,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,NT,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,NT_ff9ec9f7,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,3,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C7,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,NT,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,QLD_cfd8a309,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R22C3,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,Qld,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,QLD_cfd8a309,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R42C3,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,Qld,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,QLD_cfd8a309,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C3,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,Qld,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,SA_360bf3a8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R22C4,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,SA,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,SA_360bf3a8,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R42C4,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,SA,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,SA_360bf3a8,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C4,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,SA,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,TAS_71b7c8af,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R22C6,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,Tas.,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,TAS_71b7c8af,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R42C6,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,Tas.,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,TAS_71b7c8af,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C6,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,Tas.,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,WA_d8689b62,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,8,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R22C5,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,WA,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,WA_d8689b62,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,10,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R42C5,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,WA,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,16_ENVIRONMENTAL_OFFENCES_9888dd68,WA_d8689b62,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,22,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R62C5,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,16 Environmental offences,WA,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,17_MISCELLANEOUS_OFFENCES_a2fe8001,ACT_ee71241e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R23C8,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,17 Miscellaneous offences,ACT,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,17_MISCELLANEOUS_OFFENCES_a2fe8001,ACT_ee71241e,NON_INDIGENOUS_2f231fea,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R43C8,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,17 Miscellaneous offences,ACT,Non-Indigenous,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,17_MISCELLANEOUS_OFFENCES_a2fe8001,ACT_ee71241e,TOTAL_ab2882c8,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R63C8,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,17 Miscellaneous offences,ACT,Total (e),Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
2025-06-30,17_MISCELLANEOUS_OFFENCES_a2fe8001,NSW_647faf01,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,INDIGENOUS_STATUS_AND_PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_CHARGE_eb29b730,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 4,R23C2,sha256:015be0c7b56bc6dd7516aeb56689e54d947078e45b4af136656f047a41151ff2,prisoners-in-australia,sha256:f086b481da95d010c6220b7d823b153bffe3b5467834d8c2356ce37fdda265e5,tidy.table-family-acceptance/v2,sha256:bed1d1a2000040853355314c9a03362f356efa153465829cb8b73dfb3ea0000f,sha256:2ccc8bdcbb972e80cc8b73f13f4347421a014cf9c03ae3f83268829cbbbcea91,sha256:179524c32e7d28f51f30d8c457e2edac620cf43cf478340d1ca5a1f2daa89e38,human-authored/deterministic-geometry-v1,replay:sha256:c8642768d4efad18eee84677ee5d8548ee2306155cafcd51a5e59068ebfac6f8,17 Miscellaneous offences,NSW,Aboriginal and Torres Strait Islander,Indigenous status and preliminary ANZSOC 2023 most serious offence/charge
